NFCSID,CENSUSREG,CENSUSDIV,A3,A3Ar_w,A4A_new_w,A5_2015,A8,A7,J41_2,C1_2012,C4_2012,EA_1,A11,A9,J4,J20,J43,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G25_1,G25_4,A6,A41,J1,J3,B2
2018010194,1,2,2,2,1,4,8,2,3,1,2,2,1,2,3,2,3,1,0,0,0,0,0,0,0,1,1,1,4,7,1,1
2018010195,3,5,2,4,1,4,7,2,1,1,1,1,3,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,1,1
2018010196,1,1,2,4,1,2,5,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,10,1,1
2018010197,3,7,2,4,1,2,4,2,4,98,98,1,2,3,2,3,3,0,0,0,0,0,1,0,0,1,1,1,2,6,98,1
2018010198,4,9,2,3,1,4,3,2,3,2,2,1,3,4,3,2,3,0,0,0,0,0,1,0,0,1,1,2,2,8,3,2
2018010199,3,5,2,6,1,7,4,4,5,2,2,1,5,2,2,4,2,1,0,0,0,0,0,0,0,1,1,4,6,4,2,2
2018010200,4,9,2,2,1,4,4,2,5,2,2,2,6,2,1,4,2,0,0,0,0,0,1,0,0,1,5,2,3,1,2,2
2018010201,4,9,2,6,1,7,6,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018010202,4,9,2,4,1,4,2,2,5,2,2,1,6,6,1,4,1,0,0,0,0,0,1,0,0,1,1,1,3,5,3,1
2018010203,4,9,2,4,1,4,6,2,3,1,2,1,5,1,2,1,3,0,0,0,0,0,1,0,0,1,1,1,3,8,3,1
2018010204,4,9,2,4,2,6,4,2,3,2,1,1,6,1,3,3,2,0,0,0,0,0,1,0,0,1,1,1,5,4,1,2
2018010205,2,3,1,4,1,3,5,2,4,1,1,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,98,1,1
2018010206,4,9,1,5,1,4,4,2,2,1,2,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,7,3,2
2018010207,4,8,2,5,1,6,3,2,5,2,2,1,5,6,2,4,98,0,0,0,0,0,1,0,0,1,1,1,2,1,3,2
2018010208,2,3,2,2,1,1,1,4,98,98,98,98,1,4,98,98,98,0,0,0,0,0,1,0,0,98,98,5,1,98,98,98
2018010209,3,6,2,1,1,2,1,2,2,2,1,1,6,4,3,2,4,0,0,0,0,0,1,0,0,4,4,1,2,4,3,98
2018010210,4,9,2,2,1,4,3,1,3,1,98,2,2,2,1,3,3,1,0,0,0,0,0,0,0,1,1,2,3,6,2,2
2018010211,4,9,2,5,1,7,7,2,2,1,1,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,7,1,1
2018010212,2,4,1,6,1,7,1,1,5,2,2,1,6,7,1,3,1,1,0,0,0,0,0,0,0,1,1,2,6,1,3,1
2018010213,3,5,2,5,1,2,2,1,4,1,2,1,1,8,2,4,2,0,0,0,0,0,1,0,0,1,1,5,1,1,2,2
2018010214,3,5,2,6,1,6,4,2,1,1,2,1,5,4,2,2,3,0,0,0,0,0,1,0,0,1,1,1,2,6,3,2
2018010215,1,2,1,6,1,6,1,2,5,2,2,2,6,8,2,3,1,0,0,0,0,0,1,0,0,1,1,1,5,10,3,2
2018010216,2,3,1,5,1,7,4,2,5,2,1,1,6,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,3,4,3,1
2018010217,1,2,2,6,1,4,7,1,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,3,10,1,1
2018010218,4,8,2,2,1,7,4,1,4,1,1,2,5,2,2,2,4,1,0,0,0,0,0,0,0,1,1,2,6,6,1,1
2018010219,3,5,2,6,2,6,6,2,2,1,1,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,1,2,9,3,1
2018010220,2,3,2,6,1,4,5,2,1,1,1,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,1,98,9,1,1
2018010221,1,2,2,6,1,6,5,1,3,2,1,1,6,8,2,3,3,0,0,0,0,0,1,0,0,1,1,2,5,8,2,1
2018010222,2,3,1,6,1,4,4,2,3,2,98,1,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,1,2,6,1,99
2018010223,3,5,2,2,1,6,5,2,5,1,2,1,2,3,2,4,3,1,1,0,0,0,0,0,0,1,1,1,6,3,3,1
2018010224,4,9,2,6,1,4,5,1,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,1,8,1,1
2018010225,4,9,2,3,1,2,6,2,3,98,98,1,3,4,3,2,3,0,0,1,0,0,0,0,0,1,1,1,4,3,3,1
2018010226,2,4,2,6,1,2,3,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018010227,4,8,1,6,1,3,4,2,2,1,2,1,5,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,2,7,3,1
2018010228,2,4,1,6,1,4,2,1,5,2,2,2,5,8,2,4,2,0,0,0,0,0,1,0,0,1,5,4,3,5,3,2
2018010229,3,5,2,5,1,2,5,2,4,1,2,1,5,4,2,4,3,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018010230,2,3,1,4,1,7,4,2,5,1,2,2,5,1,1,4,1,1,0,0,0,0,0,0,0,1,1,2,3,1,2,1
2018010231,4,9,2,2,1,4,5,4,5,2,2,2,2,2,1,1,3,0,0,0,0,0,1,0,0,1,1,2,5,1,2,1
2018010232,4,9,2,3,1,7,6,1,2,1,1,2,2,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,7,1,1
2018010233,4,8,2,6,1,5,5,2,5,2,2,1,5,3,1,4,2,0,0,0,0,0,1,0,0,1,1,1,5,1,2,1
2018010234,4,9,2,2,1,6,6,2,4,98,2,2,6,4,3,1,4,0,0,0,0,0,1,0,0,2,1,1,6,7,1,1
2018010235,3,6,2,5,1,2,5,2,3,2,1,1,1,4,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,4,3,1
2018010236,2,3,1,6,1,5,1,1,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,4,8,3,1
2018010237,3,5,2,6,1,4,7,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,1,1
2018010238,3,5,2,5,1,5,3,2,5,98,2,1,1,8,2,2,2,0,0,0,0,0,1,0,0,2,5,1,4,2,2,98
2018010239,3,7,1,5,1,6,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,2,2
2018010240,1,1,2,6,1,5,4,1,3,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,8,1,1
2018010241,2,4,1,1,1,1,2,2,4,2,2,2,6,7,2,4,1,0,0,0,0,0,1,0,0,2,5,2,2,9,2,2
2018010242,1,1,1,5,1,2,4,2,4,1,1,1,1,7,2,98,3,0,0,0,0,0,1,0,0,1,1,1,4,6,3,98
2018010243,3,7,2,3,2,4,7,2,3,1,98,1,4,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,98,99,1,1
2018010244,3,5,1,2,1,7,5,2,3,1,2,2,6,2,2,2,3,1,0,0,0,0,0,0,0,1,1,2,6,6,3,1
2018010245,2,3,2,2,1,4,5,2,5,1,1,1,1,4,2,3,3,0,0,0,0,0,1,0,0,1,4,2,3,7,2,2
2018010246,4,8,1,6,1,6,4,1,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,5,10,1,1
2018010247,2,3,2,6,1,2,7,2,3,1,1,1,5,8,2,3,3,0,0,0,0,0,1,0,0,1,1,1,3,5,3,1
2018010248,1,2,2,3,1,7,5,1,5,1,2,1,6,2,3,1,3,1,0,0,0,0,0,0,0,1,1,2,6,6,3,1
2018010249,1,2,2,4,1,2,5,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,9,1,1
2018010250,4,9,2,2,1,4,3,4,3,1,2,2,6,2,2,1,3,0,0,0,0,0,1,0,0,1,1,2,5,3,1,1
2018010251,3,7,2,4,1,7,7,2,4,1,98,1,2,3,2,1,3,0,0,1,0,0,0,0,0,1,1,1,5,5,1,1
2018010252,3,7,2,3,1,7,2,1,5,1,2,2,6,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,6,1,3,1
2018010253,4,9,2,6,1,7,2,4,2,1,1,1,1,8,1,4,2,0,0,0,0,0,1,0,0,1,1,4,5,4,2,1
2018010254,3,7,2,5,1,2,4,2,5,1,2,2,5,2,2,4,2,0,0,0,0,0,1,0,0,1,3,1,2,2,1,1
2018010255,4,9,2,5,1,4,1,1,5,2,2,2,5,6,2,4,1,0,0,0,0,0,1,0,0,1,1,3,98,4,1,2
2018010256,3,5,2,6,1,2,1,1,2,2,2,1,5,8,2,3,4,0,0,0,0,0,1,0,0,1,1,5,2,4,1,2
2018010257,2,4,2,6,1,3,6,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018010258,1,2,2,6,1,2,5,4,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,98,10,1,1
2018010259,4,8,2,6,1,1,1,1,5,2,2,2,6,8,1,4,1,0,0,0,0,0,1,0,0,1,1,4,1,1,3,2
2018010260,3,5,2,6,1,2,2,1,1,2,2,1,5,8,3,3,3,0,0,0,0,0,1,0,0,1,1,5,2,9,1,2
2018010261,3,7,2,4,1,7,6,2,3,1,2,1,1,4,3,3,98,0,0,0,0,0,1,0,0,1,1,1,6,6,3,2
2018010262,2,4,1,6,1,5,3,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,3,1
2018010263,4,9,2,4,1,1,1,2,4,99,98,2,5,6,1,4,1,0,0,0,0,0,1,0,0,1,2,2,3,1,1,2
2018010264,1,2,2,2,2,6,6,2,3,1,2,1,6,2,3,3,4,1,0,0,0,0,0,0,0,1,1,1,4,5,3,1
2018010265,3,5,1,1,1,4,1,3,98,2,2,1,6,5,3,4,4,0,0,0,0,0,1,0,0,1,5,2,3,5,3,2
2018010266,4,9,2,6,1,6,1,1,3,2,2,2,5,8,2,4,3,0,0,0,0,0,1,0,0,1,1,3,5,7,3,1
2018010267,3,5,1,3,1,6,8,2,98,2,1,1,6,2,3,2,3,0,0,0,0,0,0,1,0,3,2,1,5,7,3,1
2018010268,2,3,2,6,1,4,4,2,2,1,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018010269,3,5,2,6,1,4,2,1,3,1,2,1,5,8,2,2,2,0,0,0,0,0,1,0,0,1,1,4,5,6,3,1
2018010270,3,7,2,5,1,6,3,2,1,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018010271,3,5,2,4,1,4,5,2,2,1,98,1,6,4,2,1,3,0,0,0,0,0,1,0,0,1,1,1,3,3,3,2
2018010272,4,8,2,6,1,2,2,2,3,2,2,1,6,8,3,1,3,0,0,0,0,0,1,0,0,2,1,1,2,6,3,1
2018010273,2,3,1,5,1,6,4,1,5,1,2,2,5,3,1,4,2,0,0,0,0,0,1,0,0,1,1,2,5,1,3,1
2018010274,4,8,2,2,1,6,6,2,1,1,1,2,6,2,3,1,4,0,1,0,0,0,0,0,0,1,1,2,2,7,3,1
2018010275,4,9,2,3,1,5,2,2,5,2,2,2,1,4,2,3,3,1,0,0,0,0,0,0,0,1,1,2,6,1,2,2
2018010276,1,2,2,6,1,2,3,1,1,2,2,1,6,8,3,1,1,0,0,0,0,0,1,0,0,1,1,4,2,6,3,1
2018010277,4,9,1,6,1,3,2,2,5,2,2,2,6,8,2,98,1,0,0,0,0,0,1,0,0,1,1,1,2,1,2,2
2018010278,3,7,2,1,1,4,3,4,3,2,2,2,6,3,2,2,3,1,0,0,0,0,0,0,0,1,3,2,5,5,3,1
2018010279,2,4,1,6,1,7,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,8,1,1
2018010280,3,7,2,2,1,2,2,2,5,1,2,2,2,4,1,3,3,0,0,0,0,0,1,0,0,1,4,1,2,3,2,2
2018010281,1,2,2,4,1,6,6,3,3,1,1,2,6,6,2,2,2,0,0,0,0,0,1,0,0,1,1,2,5,7,2,1
2018010282,2,4,2,2,1,4,5,2,3,1,2,2,2,4,2,1,3,0,0,0,0,0,1,0,0,1,1,1,4,4,2,1
2018010283,3,5,2,4,2,6,5,2,3,2,2,1,2,2,1,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2
2018010284,4,8,1,4,1,5,7,2,2,1,1,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,4,4,1,1
2018010285,1,2,1,1,1,1,3,3,4,2,2,2,3,3,3,3,3,0,0,0,0,0,1,0,0,1,1,2,5,6,3,2
2018010286,4,9,2,3,1,4,4,2,2,1,1,2,4,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,2,1,1
2018010287,3,5,2,4,1,2,4,1,5,1,2,1,1,2,2,2,3,0,0,0,0,0,1,0,0,1,3,2,2,6,1,1
2018010288,3,5,2,5,1,2,6,3,3,2,2,2,5,8,2,3,2,0,0,0,0,0,1,0,0,1,1,4,2,7,3,1
2018010289,1,2,2,6,1,3,3,2,5,2,2,2,6,8,1,4,2,0,0,0,0,0,1,0,0,1,3,1,2,1,1,1
2018010290,3,7,2,6,1,1,1,4,5,2,2,1,6,8,3,4,3,0,0,0,0,0,1,0,0,1,1,5,1,10,3,2
2018010291,4,9,1,4,1,5,5,2,5,1,2,1,3,2,2,2,3,0,0,0,0,0,1,0,0,1,1,1,5,1,3,2
2018010292,2,4,2,1,1,2,5,3,3,2,2,2,6,7,2,4,3,0,0,0,0,0,1,0,0,1,1,2,2,5,3,2
2018010293,2,3,2,3,2,6,1,2,4,2,2,2,1,4,1,4,3,1,0,0,0,0,0,0,0,1,1,4,5,3,1,2
2018010294,3,5,2,3,1,2,3,2,5,1,2,1,1,2,1,4,2,0,0,0,0,0,1,0,0,1,2,1,2,1,3,2
2018010295,4,9,2,5,1,4,3,4,5,1,98,2,1,2,99,4,1,0,0,0,0,0,1,0,0,1,1,4,98,5,98,98
2018010296,4,9,2,2,1,2,2,1,5,2,98,2,2,4,3,99,3,1,0,0,0,0,0,0,0,1,2,2,2,1,3,1
2018010297,2,4,1,1,1,6,6,3,3,2,2,2,6,3,2,2,3,1,0,0,0,0,0,0,0,1,1,2,6,5,3,2
2018010298,3,5,2,1,2,5,6,1,5,1,2,2,1,2,2,4,3,1,0,0,0,0,0,0,0,1,2,2,4,1,2,2
2018010299,4,9,2,6,1,1,2,2,5,2,2,1,4,8,99,4,3,0,0,0,0,0,1,0,0,4,1,1,1,9,98,2
2018010300,4,9,1,5,1,5,6,2,5,1,2,2,5,8,2,3,2,0,0,0,0,0,1,0,0,1,1,1,4,1,3,1
2018010301,3,5,1,2,1,7,4,2,3,2,2,2,3,2,3,3,2,1,1,0,0,0,0,0,0,1,1,1,5,3,2,1
2018010302,4,9,2,2,1,6,6,2,3,1,2,1,6,2,2,1,3,1,0,0,0,0,0,0,0,1,1,1,5,5,1,1
2018010303,3,5,2,1,1,3,1,2,5,2,2,98,1,4,2,2,3,0,0,0,0,0,0,1,0,3,4,1,2,7,2,1
2018010304,2,4,2,1,1,2,2,2,5,1,2,2,2,7,2,3,2,0,0,0,0,0,1,0,0,2,1,2,2,7,3,1
2018010305,1,2,1,1,2,3,4,3,2,2,98,98,4,3,98,3,4,0,0,0,0,0,0,1,0,5,2,5,3,2,98,2
2018010306,3,7,2,5,2,7,8,1,1,1,1,1,1,2,3,1,4,0,0,0,0,0,1,0,0,1,1,3,3,7,1,1
2018010307,3,5,2,5,1,5,4,4,3,1,1,1,1,8,3,1,3,0,0,0,0,0,1,0,0,1,1,5,3,8,1,1
2018010308,2,3,2,5,1,2,5,2,2,1,2,1,5,2,3,1,3,0,0,0,0,0,1,0,0,3,1,4,2,9,2,1
2018010309,4,9,1,4,1,6,1,2,3,98,98,1,2,2,2,2,3,0,0,0,0,0,1,0,0,1,3,1,5,8,3,1
2018010310,3,5,2,3,1,6,5,2,3,1,2,1,2,4,2,2,3,0,0,0,0,0,1,0,0,1,2,1,5,4,1,1
2018010311,1,2,2,5,1,7,3,1,3,1,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,2,6,6,3,1
2018010312,3,7,2,6,1,2,2,1,1,2,2,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,5,6,9,1,1
2018010313,2,3,2,6,1,3,1,1,3,2,2,1,5,8,2,2,2,0,0,0,0,0,1,0,0,98,98,5,2,5,1,2
2018010314,3,5,2,6,1,3,3,4,1,2,2,2,6,8,1,4,1,0,0,0,0,0,1,0,0,1,1,2,2,1,2,1
2018010315,2,3,2,3,1,6,3,2,2,1,1,2,6,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,4,6,3,1
2018010316,1,2,2,5,1,6,2,1,3,1,1,1,5,6,3,1,3,0,0,0,0,0,1,0,0,1,1,5,5,4,3,1
2018010317,1,2,2,6,2,4,5,2,1,1,1,2,5,4,3,98,4,0,0,1,0,0,0,0,0,1,1,1,1,3,1,99
2018010318,3,5,2,5,1,4,6,2,4,1,2,1,5,4,2,98,2,0,0,0,0,0,1,0,0,1,1,1,5,3,3,1
2018010319,3,5,2,4,1,5,6,1,1,2,2,1,6,1,3,1,4,0,0,0,0,0,1,0,0,1,1,4,4,10,3,1
2018010320,1,2,2,5,1,5,2,1,4,99,1,2,6,8,2,1,3,0,0,0,0,0,1,0,0,1,1,2,2,6,3,1
2018010321,1,2,2,2,2,6,7,3,3,1,2,99,6,5,3,3,3,0,0,0,0,0,1,0,0,1,1,2,2,3,1,1
2018010322,4,9,1,6,1,5,3,2,2,1,1,1,5,8,1,2,1,0,0,0,0,0,1,0,0,1,1,1,4,3,3,1
2018010323,1,2,2,6,1,5,4,2,1,98,98,1,5,8,3,1,2,0,0,0,0,0,1,0,0,1,1,1,2,7,2,1
2018010324,3,5,2,3,1,6,5,2,3,2,2,1,2,2,3,4,3,1,0,0,0,0,0,0,0,1,1,1,5,7,1,1
2018010325,1,2,2,3,1,4,4,1,3,2,2,2,4,4,2,2,3,0,0,0,0,0,1,0,0,1,1,2,1,2,2,1
2018010326,3,5,1,6,1,4,7,2,1,2,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018010327,4,8,2,5,1,4,1,1,4,2,2,2,6,3,1,3,1,1,0,0,0,0,0,0,0,1,1,4,3,1,2,2
2018010328,3,5,2,4,1,2,2,1,5,2,1,2,5,7,1,4,2,0,0,0,0,0,1,0,0,1,1,4,98,1,3,2
2018010329,4,9,2,6,1,6,4,1,4,2,2,2,5,1,2,4,2,0,0,0,0,0,1,0,0,1,1,3,5,3,1,2
2018010330,4,9,2,6,1,4,3,2,4,2,2,2,5,8,3,2,2,0,0,0,0,0,1,0,0,1,1,1,1,5,2,98
2018010331,1,2,2,5,1,3,4,2,2,1,1,1,1,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,9,3,1
2018010332,2,3,2,6,2,1,5,4,2,2,1,1,5,8,3,3,2,0,0,0,0,0,1,0,0,1,1,4,1,9,3,1
2018010333,4,9,2,5,1,6,7,1,1,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,4,1,7,1,1
2018010334,4,9,2,6,1,1,5,4,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,1,7,3,1
2018010335,3,5,2,6,1,4,4,2,5,99,99,1,1,8,2,3,3,0,0,0,0,0,1,0,0,1,1,1,2,4,98,99
2018010336,2,4,1,2,1,4,3,2,5,2,2,2,6,2,1,4,98,1,0,0,0,0,0,0,0,98,98,2,4,1,2,1
2018010337,4,9,2,5,1,5,3,1,2,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,5,1,1
2018010338,3,7,1,6,1,4,4,2,3,2,1,1,5,8,2,4,2,0,0,0,0,0,1,0,0,1,1,1,2,3,2,1
2018010339,3,5,1,6,1,3,4,2,5,2,2,1,5,8,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018010340,2,4,2,1,1,4,1,4,98,2,2,2,6,7,3,1,3,0,0,0,0,0,1,0,0,1,1,2,3,3,1,2
2018010341,3,5,2,4,1,6,8,2,2,1,1,1,3,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,6,3,1
2018010342,2,3,1,6,1,4,4,2,1,1,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,7,1,1
2018010343,1,2,2,5,1,5,6,2,3,1,1,1,2,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,2,6,3,1
2018010344,4,9,2,4,1,3,3,4,4,2,2,1,1,1,2,4,2,0,0,0,0,0,1,0,0,1,1,2,2,3,1,2
2018010345,4,9,1,3,2,7,8,2,4,2,1,2,1,2,3,1,3,0,1,0,0,0,0,0,0,1,1,1,5,7,1,2
2018010346,4,9,2,4,1,7,6,2,3,2,2,1,2,1,2,1,2,0,0,0,0,0,1,0,0,1,1,1,6,6,3,1
2018010347,3,7,1,1,1,1,1,4,3,2,2,2,6,1,2,2,2,0,0,0,0,0,1,0,0,1,5,2,1,5,2,2
2018010348,1,2,2,4,1,3,6,2,3,98,98,2,6,8,99,99,98,0,0,0,0,0,1,0,0,1,99,2,3,98,98,98
2018010349,3,7,2,1,2,4,7,3,3,1,2,2,6,2,2,4,4,1,0,0,0,0,0,0,0,1,1,2,5,6,2,1
2018010350,4,9,2,3,1,5,7,4,3,1,2,2,6,6,2,4,2,0,0,0,0,0,1,0,0,1,1,4,4,3,2,1
2018010351,1,2,2,1,1,2,5,3,3,2,2,2,6,2,2,2,3,0,0,0,0,0,1,0,0,1,1,2,5,6,1,1
2018010352,1,2,2,4,2,5,5,2,3,1,1,1,1,8,3,1,4,0,0,0,0,0,1,0,0,98,98,1,3,9,3,1
2018010353,1,2,2,1,1,2,3,2,3,2,2,2,2,3,3,2,3,0,0,0,0,0,1,0,0,1,5,2,2,10,3,1
2018010354,1,2,1,3,1,2,4,3,4,98,2,1,3,5,2,3,3,0,0,0,0,0,0,1,0,3,5,4,2,4,1,1
2018010355,4,9,1,4,2,4,1,1,3,2,2,2,6,5,2,1,2,1,0,0,0,0,0,0,0,1,1,2,3,5,2,2
2018010356,2,3,1,4,2,4,4,1,4,2,2,2,5,1,2,3,2,0,0,0,0,0,1,0,0,1,1,4,2,1,3,2
2018010357,3,5,1,6,1,7,6,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018010358,4,9,2,2,1,4,5,2,3,98,1,1,4,4,2,2,2,0,0,0,0,0,1,0,0,1,1,1,3,5,1,1
2018010359,3,5,2,6,1,2,3,1,4,2,1,1,5,8,2,1,2,0,0,0,0,0,1,0,0,1,1,5,2,5,3,1
2018010360,3,5,2,5,2,4,6,2,2,1,1,1,5,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,7,1,1
2018010361,3,6,2,2,1,2,1,3,2,2,2,1,6,7,2,4,1,0,0,0,0,0,1,0,0,1,1,2,2,4,1,1
2018010362,1,2,2,4,2,7,7,1,1,1,1,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,6,6,1,1
2018010363,1,2,2,2,1,6,7,2,1,1,1,1,1,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,8,3,1
2018010364,4,9,2,5,1,6,8,2,1,2,2,1,2,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018010365,3,5,1,4,2,4,3,2,5,2,2,2,2,2,2,4,3,0,0,0,0,0,1,0,0,1,1,1,98,1,3,1
2018010366,4,8,2,2,2,6,5,1,2,1,2,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,5,7,1,1
2018010367,2,4,2,3,1,6,4,2,4,1,2,2,6,7,1,3,2,1,1,0,0,0,0,0,0,3,1,1,5,2,3,1
2018010368,2,3,2,1,1,4,3,2,5,1,2,2,2,4,2,1,4,1,0,0,0,0,0,0,0,2,1,2,3,6,3,2
2018010369,2,3,2,6,1,4,4,1,2,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,5,8,1,1
2018010370,4,9,2,5,1,4,6,4,2,2,2,1,5,8,2,1,4,0,0,0,0,0,1,0,0,1,1,3,3,7,1,1
2018010371,1,2,2,3,1,2,6,2,2,1,98,2,1,2,2,2,3,0,0,0,0,0,1,0,0,1,1,1,2,5,3,2
2018010372,3,5,2,1,2,4,1,3,98,2,2,2,6,5,3,2,98,1,0,0,0,0,0,0,0,1,1,2,3,2,1,1
2018010373,1,2,2,5,2,6,7,2,2,98,98,1,5,1,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018010374,3,7,1,2,1,4,3,2,5,98,2,2,2,2,2,2,3,1,1,0,0,0,0,0,0,1,5,1,4,7,3,1
2018010375,1,2,2,4,1,6,5,2,4,98,1,2,6,2,2,4,4,0,0,0,0,0,1,0,0,1,1,2,5,9,1,1
2018010376,3,5,2,6,1,6,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,5,3,1
2018010377,3,7,2,6,1,6,5,2,2,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018010378,3,5,2,2,2,2,3,1,3,1,2,1,6,2,1,1,3,1,0,0,0,0,0,0,0,1,2,2,2,7,2,1
2018010379,4,8,2,4,1,6,1,1,5,1,2,2,6,6,1,4,3,0,0,0,0,0,1,0,0,1,1,2,2,4,2,1
2018010380,4,9,2,5,1,6,3,2,4,1,98,2,5,6,2,3,2,0,0,1,0,0,0,0,0,1,1,1,6,2,3,1
2018010381,3,5,1,5,2,7,5,1,3,1,2,1,6,3,3,98,3,0,0,0,0,0,1,0,0,1,1,2,6,8,1,2
2018010382,3,6,2,2,1,7,4,2,4,1,2,2,1,2,2,3,3,1,0,0,0,0,0,0,0,1,1,2,3,6,1,1
2018010383,1,2,2,2,1,3,2,3,5,2,98,2,6,7,3,4,2,0,0,0,0,0,1,0,0,1,1,2,2,6,3,2
2018010384,3,7,2,4,1,3,2,2,5,2,2,1,2,2,2,4,2,0,0,0,0,0,1,0,0,1,2,3,3,5,3,2
2018010385,3,5,2,6,1,2,5,2,3,2,2,1,6,2,2,3,2,0,0,0,0,0,1,0,0,1,1,1,2,6,3,1
2018010386,1,2,1,5,2,4,8,2,2,1,2,2,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018010387,1,1,2,4,1,6,4,1,4,1,1,1,5,3,3,1,3,0,0,0,0,0,1,0,0,1,1,4,5,7,3,1
2018010388,4,8,2,6,1,6,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018010389,1,2,2,4,1,5,4,2,5,1,2,1,5,2,2,4,3,0,0,0,0,0,1,0,0,1,1,1,2,1,3,1
2018010390,2,4,1,3,2,6,6,2,4,1,2,2,3,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,1,1,1
2018010391,2,3,2,6,1,6,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018010392,4,9,2,6,1,4,2,2,4,2,2,1,5,8,2,4,2,0,0,0,0,0,1,0,0,1,1,1,2,1,3,1
2018010393,4,8,2,6,1,6,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,2,1,1,5,10,3,1
