,PUF_ID,agecat,PPEDUC,PPETHM,PPGENDER,PPINCIMP,PPHHSIZE,fpl,PPREG4,PPREG9,FWB1_1,FWB1_5,FS2_3,SUBKNOWL1,ACT1_2,PROPPLAN_3,PROPPLAN_1,MANAGE1_2,MANAGE1_1,MANAGE1_3,SAVEHABIT,AUTOMATED_1,AUTOMATED_2,SAVINGSRANGES,HOUSING,HOUSERANGES,MORTGAGE,PRODHAVE_8,PRODUSE_1,PRODUSE_2,FWBscore,FSscore
3254,9800,5,2,3,2,2,2,2,4,9,1,5,3,4,3,3,4,4,5,2,2,0,0,3,1,2,1,0,0,0,32,46
3255,10646,3,4,1,1,2,1,2,1,2,1,4,3,2,2,2,4,3,5,1,1,7,7,1,2,99,-2,0,0,0,33,29
3256,12386,2,3,1,2,3,4,2,4,9,1,4,3,4,4,4,2,1,5,3,3,7,1,4,2,3,-2,1,0,0,35,41
3257,12387,2,1,4,2,1,5,1,4,9,2,3,5,1,2,2,5,2,4,1,3,7,7,3,2,5,-2,0,0,0,54,33
3258,10458,8,2,1,2,7,2,3,2,3,2,4,2,4,5,2,2,5,5,5,6,7,7,98,-1,1,-2,0,0,0,59,49
3259,12055,7,5,1,2,9,2,3,1,2,4,2,2,5,4,4,4,5,5,5,5,-1,1,7,1,6,2,0,0,0,67,56
3260,7289,2,4,1,2,8,2,3,3,5,3,3,3,5,4,3,3,5,5,5,5,1,1,4,2,5,-2,1,0,0,51,48
3261,12996,2,4,1,1,2,3,2,2,3,3,2,2,6,3,4,4,3,5,4,6,1,0,6,2,7,-2,0,0,0,57,51
3262,8419,4,3,1,1,6,2,3,1,1,2,4,2,5,3,3,4,2,5,1,2,1,1,4,2,4,-2,1,0,0,52,35
3263,9300,8,3,1,1,4,2,3,3,5,4,2,3,5,5,5,3,5,5,5,2,0,0,4,1,99,1,0,0,0,74,54
3264,7915,4,3,1,2,9,2,3,1,2,2,3,5,4,3,2,4,3,5,1,2,1,1,4,1,4,1,1,0,0,46,34
3265,11569,5,2,1,2,8,2,3,2,3,3,2,2,5,4,3,4,4,5,5,5,1,1,7,1,7,2,0,0,0,63,42
3266,9301,4,3,1,1,9,2,3,3,5,4,4,2,5,4,4,4,5,5,3,4,1,1,7,1,6,2,0,0,0,55,53
3267,12327,7,5,1,1,7,2,3,3,6,5,1,3,4,4,3,3,1,5,5,6,7,1,7,1,1,1,0,0,0,87,49
3268,9302,3,4,1,2,8,5,3,4,9,3,2,2,4,3,4,4,4,5,5,3,0,0,5,1,7,3,0,0,0,54,42
3269,7290,3,2,1,1,7,5,3,1,2,3,3,3,4,2,2,2,2,2,2,4,0,0,1,2,5,-2,0,0,0,49,42
3270,11570,8,3,1,1,2,2,2,2,3,4,1,1,7,5,4,3,5,5,5,6,7,1,7,1,99,99,0,0,0,61,79
3271,8057,3,5,1,2,9,2,3,3,6,4,3,3,4,4,5,3,4,5,4,4,0,0,5,1,5,2,0,0,0,60,51
3272,10647,8,5,2,1,7,2,3,3,5,4,2,2,6,4,5,4,4,5,5,6,0,1,6,1,3,1,0,0,0,61,56
3273,9801,6,4,1,1,4,1,3,2,3,3,3,3,4,3,4,4,5,5,2,5,7,1,5,1,4,2,0,0,0,54,54
3274,11156,7,2,1,1,2,2,2,2,3,3,3,3,5,3,3,3,3,5,1,3,0,7,6,1,3,2,0,0,0,59,43
3275,10459,2,2,1,1,1,3,1,3,6,1,3,2,4,3,4,4,3,3,2,3,7,0,3,2,2,-2,0,0,0,39,46
3276,9802,5,4,1,2,9,2,3,2,4,5,1,2,6,4,5,3,5,5,5,6,0,0,7,1,3,1,0,0,0,73,60
3277,14208,2,4,1,2,7,3,3,1,1,2,5,1,6,3,2,2,1,3,1,2,0,0,4,2,4,-2,1,0,0,40,37
3278,8828,2,4,1,1,9,4,3,3,7,3,1,4,5,4,5,4,4,5,5,6,1,1,6,1,7,3,0,0,0,61,57
3279,8829,1,2,1,2,7,3,3,2,3,3,1,3,4,4,5,5,4,5,1,6,7,7,4,3,2,-2,1,0,0,54,56
3280,8420,8,5,1,2,7,1,3,1,2,2,5,3,3,3,4,5,3,5,5,4,0,1,5,1,1,1,0,0,0,40,40
3281,12328,2,2,1,2,7,3,3,1,2,4,1,3,4,5,4,3,4,5,4,6,0,0,6,1,2,1,0,0,0,71,50
3282,10018,3,3,1,1,8,2,3,2,4,3,2,3,4,5,3,4,4,5,5,6,1,1,6,1,5,2,0,0,0,62,50
3283,11157,2,4,1,1,7,2,3,2,4,3,3,3,5,4,4,4,4,5,2,5,0,1,4,2,5,-2,0,0,0,60,49
3284,9303,4,4,1,1,2,2,2,2,3,3,2,5,3,3,2,4,3,5,2,2,1,0,2,2,6,-2,0,0,0,45,35
3285,8830,7,3,1,2,9,3,3,1,2,2,4,3,5,2,4,5,3,5,2,2,0,0,5,2,5,-2,0,0,0,48,43
3286,9559,8,2,1,1,3,1,3,1,1,3,5,3,2,3,3,4,4,5,1,4,0,0,5,1,3,99,0,0,0,38,31
3287,9304,4,2,1,2,8,3,3,3,5,3,1,2,4,4,4,4,5,5,1,6,1,1,6,1,99,99,0,0,0,64,45
3288,9063,4,4,1,2,9,5,3,1,2,2,3,3,4,2,4,4,3,5,3,3,7,7,3,1,2,2,0,0,0,45,39
3289,8611,6,5,1,2,8,2,3,2,4,4,1,3,5,4,4,4,5,5,5,4,0,0,6,1,1,1,0,0,0,66,55
3290,10833,4,2,1,2,5,4,3,1,1,1,3,3,5,1,3,3,4,4,2,3,0,0,98,1,98,98,0,0,0,50,27
3291,9064,2,4,1,1,8,2,3,4,8,3,2,2,5,4,4,2,3,5,4,3,1,1,3,1,5,2,1,0,0,57,54
3292,8612,4,2,1,2,7,2,3,1,2,3,2,3,5,5,4,5,5,5,5,6,0,0,99,1,5,99,0,0,0,57,65
3293,13479,6,5,2,1,8,2,3,1,2,3,3,4,4,3,4,5,5,5,3,6,1,1,99,1,6,98,0,0,0,50,51
3294,14264,1,3,1,1,2,2,2,3,7,3,2,3,5,4,3,4,1,1,1,4,7,0,4,3,1,-2,0,0,0,57,66
3295,7343,2,3,1,2,1,5,1,4,9,1,1,1,3,1,3,3,1,1,2,3,0,0,1,2,2,-2,0,0,1,34,13
3296,9305,2,3,4,2,3,3,2,3,5,2,3,2,5,3,3,2,4,4,1,4,1,-1,3,1,4,2,1,0,0,54,51
3297,9065,5,3,1,1,7,2,3,2,3,5,4,4,5,4,4,3,4,5,5,6,1,0,6,1,1,1,0,0,0,61,48
3298,8613,1,2,4,2,6,4,3,3,7,3,3,3,3,3,2,3,3,4,4,4,7,7,5,2,3,-2,0,0,0,47,47
3299,8614,2,3,1,2,7,2,3,2,3,1,4,3,5,4,3,5,3,5,1,3,1,0,3,2,2,-2,1,0,0,41,48
3300,14176,2,3,4,1,6,4,3,4,9,4,3,1,5,3,4,5,3,4,1,1,7,7,2,2,4,-2,0,0,0,40,36
3301,13238,1,3,1,2,5,3,3,3,5,2,3,4,4,3,3,4,4,5,5,5,0,0,3,3,98,-2,0,0,0,43,44
3302,8058,3,5,3,1,9,2,3,3,7,3,1,3,5,3,3,3,4,4,5,6,1,1,7,1,5,2,0,0,0,58,43
3303,7784,2,4,1,2,9,3,3,4,9,3,3,3,4,3,4,4,4,5,3,4,1,1,99,2,5,-2,0,0,0,50,44
3304,10834,5,5,1,1,9,4,3,1,1,5,1,1,7,5,5,4,5,5,5,6,1,1,6,1,1,1,0,0,0,86,85
3305,13164,8,1,4,1,1,2,1,4,9,4,1,4,6,4,4,4,5,5,5,5,0,0,98,1,1,1,0,0,0,64,55
3306,14210,8,4,1,1,7,2,3,3,7,5,5,3,5,4,3,4,4,5,5,4,1,1,98,1,1,1,0,0,0,62,55
3307,12451,2,4,1,2,9,3,3,1,1,3,2,3,4,2,4,2,3,5,4,2,0,0,5,2,5,-2,1,0,0,62,46
3308,8831,2,1,1,2,3,3,2,2,3,1,4,2,4,3,4,4,4,3,1,2,0,0,1,2,3,-2,0,0,0,43,35
3309,13274,3,3,1,1,4,1,3,3,5,3,2,3,5,4,5,5,4,5,3,5,7,7,1,2,3,-2,1,0,0,65,65
3310,11973,7,3,2,1,7,2,3,3,5,4,4,3,5,4,4,4,4,5,4,6,7,1,99,2,98,-2,0,0,0,70,68
3311,8421,2,5,1,2,9,3,3,2,3,3,1,2,5,4,4,4,4,5,5,5,1,1,5,1,6,3,1,0,0,64,51
3312,10248,3,4,4,2,8,3,3,1,2,1,5,2,4,3,3,2,3,4,3,5,7,7,3,2,4,-2,0,0,0,39,31
3313,8208,2,3,1,2,5,2,3,1,2,2,2,2,5,4,4,4,4,5,3,4,1,1,2,1,1,1,1,0,0,61,56
3314,7209,3,2,1,2,8,3,3,4,8,3,3,3,4,3,3,4,3,5,1,4,1,0,3,1,4,2,1,0,0,49,42
3315,10019,8,3,2,2,3,1,3,3,5,4,2,3,5,4,4,4,4,5,5,6,0,1,99,1,3,1,0,0,0,63,56
3316,7245,5,4,1,1,7,2,3,2,3,5,5,3,5,4,3,3,3,3,3,4,-1,0,2,2,5,-2,0,0,0,34,54
3317,8422,5,2,1,2,2,1,2,3,6,2,4,3,4,4,4,5,4,5,4,4,0,0,5,1,4,1,0,0,0,40,39
3318,8059,3,5,1,1,5,4,3,3,5,3,3,3,4,3,2,4,4,5,5,5,1,1,6,1,4,2,1,0,0,56,44
3319,13412,2,3,1,1,2,1,2,3,7,2,4,2,4,3,4,2,2,4,2,3,7,7,99,1,3,2,0,0,0,41,39
3320,8209,3,5,1,2,8,2,3,2,3,3,3,2,5,4,4,4,4,5,2,3,1,0,5,1,3,2,1,0,0,60,56
3321,10648,6,4,1,1,9,2,3,3,5,4,1,3,4,4,3,4,4,4,5,5,7,7,99,1,6,3,0,0,0,66,51
3322,10460,2,4,4,1,6,2,3,3,7,2,2,3,4,3,3,2,4,1,1,5,0,0,6,1,99,98,1,0,0,37,43
3323,8832,2,5,1,1,4,3,3,3,5,3,2,2,5,4,4,4,4,5,4,5,0,0,99,2,2,-2,0,0,0,58,45
3324,13948,7,3,1,1,3,1,3,2,3,3,3,3,5,4,4,4,4,5,5,6,0,1,99,1,1,1,0,0,0,61,57
3325,8060,4,5,1,1,7,2,3,1,1,3,2,2,5,4,4,4,5,5,5,6,0,1,7,2,7,-2,0,0,0,53,56
3326,11883,6,3,3,1,8,4,3,4,9,3,3,2,5,3,4,4,4,5,1,1,0,0,99,1,7,3,0,0,0,45,40
3327,9560,6,3,2,2,3,4,2,2,3,3,3,3,3,3,4,4,4,4,1,4,0,0,1,1,2,2,0,0,0,52,41
3328,9803,4,3,1,1,8,5,3,1,2,3,2,3,5,3,4,2,3,5,5,2,0,0,4,2,3,-2,1,0,0,54,46
3329,11289,7,3,1,1,3,2,3,4,9,5,1,2,5,5,5,3,5,5,5,6,1,-1,99,1,1,99,0,0,0,81,53
3330,10990,2,3,4,1,8,3,3,3,7,3,3,3,4,3,4,4,3,3,2,4,7,7,99,2,4,-2,1,0,1,52,46
3331,9804,5,5,1,2,7,2,3,3,5,3,2,2,6,4,4,3,5,5,5,6,1,1,99,1,1,1,0,0,0,58,68
3332,11571,7,2,1,1,3,2,3,3,5,3,3,3,4,3,4,5,4,5,3,5,0,1,3,1,5,3,0,0,0,53,43
3333,7916,1,3,1,1,8,3,3,2,4,3,2,2,5,4,4,4,4,4,4,5,7,1,4,3,1,-2,1,0,0,57,58
3334,9306,1,3,4,1,3,4,2,4,9,3,3,1,4,4,4,4,4,5,1,5,7,7,99,2,3,-2,0,0,0,68,51
3335,10249,3,2,1,2,3,4,2,3,6,4,2,3,5,5,4,5,5,5,1,4,0,0,5,1,2,1,0,0,0,63,60
3336,12728,8,2,1,1,4,2,3,3,5,5,1,3,-1,4,4,4,5,5,5,5,0,1,7,1,1,1,0,0,0,88,48
3337,11674,4,1,1,2,1,2,1,2,4,5,3,3,4,4,3,4,2,3,1,4,7,7,1,3,1,-2,0,0,0,45,57
3338,11974,3,3,4,1,6,2,3,3,5,3,-1,3,5,3,4,4,5,5,3,4,0,0,6,1,5,2,0,0,0,63,45
3339,10649,3,5,1,1,7,5,2,4,9,2,5,3,3,3,3,2,3,4,1,1,7,0,1,2,7,-2,1,0,0,40,38
3340,9561,1,3,3,1,2,5,1,3,7,1,1,2,4,4,4,3,3,3,3,3,0,0,4,2,3,-2,0,1,0,55,48
3341,8424,2,3,2,1,4,3,3,3,5,3,3,2,5,5,4,4,4,3,5,4,1,1,5,2,98,-2,0,0,0,51,58
3342,11572,7,4,1,2,8,2,3,1,1,5,1,2,6,4,3,2,5,5,5,4,0,0,7,2,7,-2,0,0,0,82,57
3343,10650,8,2,1,2,7,2,3,4,9,4,5,4,5,4,4,4,5,5,5,6,7,1,7,1,99,99,0,0,0,67,52
3344,9562,3,2,1,1,7,3,3,3,5,4,3,2,5,4,4,4,5,5,5,6,1,1,99,1,5,2,0,0,0,65,65
3345,11432,2,4,1,1,4,2,3,3,5,4,2,3,5,4,4,5,5,5,1,5,7,0,4,2,2,-2,0,0,0,62,56
3346,9805,5,3,1,1,6,2,3,2,3,2,3,3,4,3,3,4,3,3,2,2,1,0,4,1,6,2,0,0,0,46,47
3347,13303,4,1,4,2,6,5,2,4,9,1,3,4,4,4,3,3,3,4,3,4,0,1,4,2,6,-2,0,0,0,47,33
3348,11884,7,2,1,2,3,2,3,3,7,4,1,3,4,5,4,4,5,5,5,6,1,1,7,1,1,1,0,0,0,77,61
3349,12056,4,5,1,1,6,2,3,2,3,4,2,3,5,4,4,4,4,4,3,6,1,1,6,1,3,2,0,0,0,62,56
3350,8833,3,3,4,1,7,4,3,4,9,4,1,2,5,3,4,3,4,5,4,6,1,1,6,2,4,-2,0,0,0,67,47
3351,10461,4,3,4,1,7,3,3,4,9,2,4,2,5,3,1,1,2,5,2,4,1,1,4,1,5,3,1,0,0,47,34
3352,14218,7,3,4,2,5,2,3,2,3,2,3,2,6,4,4,4,4,5,3,4,7,7,5,1,4,2,0,0,0,62,60
3353,12614,2,3,1,1,8,3,3,4,9,3,4,3,6,4,4,4,4,5,3,4,1,1,99,3,4,-2,0,0,0,54,55
3354,10835,3,3,1,2,8,5,3,1,2,3,3,3,5,3,4,4,3,4,1,4,0,1,4,1,7,3,1,0,0,49,35
3355,9066,6,3,1,1,7,1,3,2,4,3,4,2,5,4,4,5,5,5,3,4,1,1,5,1,4,1,0,0,0,64,47
3356,8061,3,4,1,1,3,2,3,2,4,3,5,3,5,2,2,2,1,5,1,2,1,0,4,2,4,-2,0,0,0,40,41
3357,8210,2,5,1,2,6,2,3,2,3,1,3,3,4,4,4,4,4,5,1,4,1,0,4,2,5,-2,1,0,0,50,41
3358,10991,4,2,3,1,2,2,2,4,9,1,5,2,5,3,4,4,3,5,5,5,0,1,99,2,4,-2,0,0,0,29,39
3359,9307,3,4,1,2,9,4,3,2,3,5,1,3,5,5,4,2,5,5,5,6,1,1,6,1,6,2,0,0,0,72,67
3360,12881,5,3,1,2,6,4,3,4,8,3,3,4,5,3,4,4,4,5,3,4,0,0,99,1,5,3,1,0,0,51,45
3361,10020,6,4,1,1,7,1,3,3,5,3,3,2,6,4,4,5,3,5,2,5,0,1,5,1,5,3,0,0,0,55,49
3362,8211,5,4,1,1,8,2,3,2,3,4,1,2,6,4,4,4,4,5,5,6,1,1,6,1,5,2,0,0,0,64,61
3363,13687,2,5,3,1,8,5,3,3,5,3,3,3,5,3,4,4,4,4,4,5,1,1,99,3,3,-2,0,0,0,51,42
3364,7291,1,3,3,1,9,4,3,3,7,4,2,3,4,3,2,4,1,5,5,5,0,0,5,2,4,-2,0,0,0,61,53
3365,7917,5,2,4,2,3,1,3,2,4,2,3,3,3,3,3,4,3,4,2,4,1,1,4,2,4,-2,0,0,0,57,38
3366,11675,6,3,1,2,5,2,3,2,3,2,4,3,5,2,2,4,4,3,2,3,1,1,2,1,1,2,1,0,0,45,40
3367,9806,4,3,1,2,8,3,3,2,4,4,3,3,5,4,3,2,3,4,2,6,1,0,5,1,6,2,1,0,0,56,52
3368,9308,1,3,1,1,9,3,3,2,3,2,3,2,7,5,5,3,5,5,5,6,0,0,5,3,5,-2,1,0,0,59,78
3369,8212,4,5,1,2,9,3,3,3,5,3,1,3,5,4,5,2,3,5,5,6,1,1,6,1,5,3,0,0,0,68,69
3370,8213,1,3,4,1,4,4,2,4,8,2,2,-1,3,2,-1,-1,-1,-1,-1,-1,7,7,99,-1,99,-2,0,0,0,51,-1
3371,12203,1,4,4,2,9,4,3,4,9,3,3,4,5,4,4,3,5,5,5,5,0,1,5,3,6,-2,0,0,0,56,62
3372,8425,5,5,1,1,9,4,3,2,3,5,2,2,6,4,5,2,2,5,5,4,7,7,4,1,7,3,0,0,0,67,49
3373,10651,4,2,4,1,3,5,2,4,9,4,1,3,6,5,4,4,4,5,4,5,1,1,7,1,3,1,0,0,0,59,53
3374,13110,8,5,1,1,8,2,3,3,7,3,2,2,6,5,4,4,5,5,5,4,0,0,99,1,99,99,0,0,0,63,64
3375,12792,4,1,4,1,6,5,3,4,9,4,1,3,5,4,4,4,5,5,3,5,1,1,5,1,5,2,0,0,0,56,58
3376,9067,2,5,1,2,9,2,3,4,9,4,2,2,5,3,4,2,1,5,4,6,1,1,5,3,3,-2,1,0,0,60,52
3377,11676,2,4,1,2,9,2,3,3,5,3,1,3,4,5,5,1,4,5,5,6,1,1,7,2,5,-2,0,0,0,63,52
3378,13891,4,1,1,1,1,1,1,2,3,2,3,3,1,3,3,3,3,4,1,3,7,7,98,2,98,-2,0,0,0,57,40
3379,9564,4,5,1,2,8,4,3,4,8,2,3,3,5,3,3,3,3,5,2,5,1,1,99,1,99,2,1,0,0,46,44
3380,7246,4,2,4,2,5,2,3,4,8,1,5,3,1,3,3,3,4,4,4,4,7,7,2,2,4,-2,0,0,0,30,29
3381,11885,2,1,4,2,2,5,1,3,7,1,1,3,4,2,4,5,3,5,3,4,0,0,99,2,2,-2,0,0,0,51,41
3382,11771,3,4,1,1,4,5,2,3,7,3,4,3,4,3,2,4,4,5,1,3,0,0,3,1,4,2,0,0,0,43,46
3383,7173,2,1,2,1,1,2,1,2,3,3,3,3,4,3,3,3,3,3,3,4,0,0,99,3,7,-2,0,0,0,49,42
3384,12692,5,3,1,2,2,1,2,3,7,2,3,3,5,3,4,4,4,4,2,4,0,0,4,1,3,1,0,0,0,41,46
3385,11772,3,4,1,1,8,4,3,4,9,3,4,3,4,3,3,3,5,5,5,3,0,0,5,2,6,-2,0,0,0,70,36
3386,11433,6,3,3,1,7,2,3,1,2,5,1,1,7,5,5,4,4,4,4,6,1,1,5,1,5,2,0,0,0,85,73
3387,9068,5,3,4,2,7,3,3,3,5,5,2,5,5,5,5,5,5,5,4,6,7,1,6,1,3,2,0,0,0,64,50
3388,8834,4,2,1,1,6,3,3,2,3,3,2,4,2,3,3,3,4,5,5,4,1,1,99,1,4,2,0,0,0,51,40
3389,10462,4,3,2,1,3,1,3,4,8,2,2,3,5,2,3,3,3,2,2,4,7,0,1,2,3,-2,1,0,1,50,41
3390,8835,4,4,1,1,9,4,3,1,2,5,1,2,5,4,4,1,4,5,5,6,1,1,99,1,4,2,0,0,0,72,51
3391,9309,4,3,1,1,6,1,3,1,2,3,2,2,6,3,4,3,4,5,2,3,0,0,4,1,5,2,0,0,0,59,45
3392,12057,8,2,1,2,2,1,3,2,4,3,3,2,4,3,4,4,4,5,5,3,0,0,-1,1,1,1,0,0,0,54,41
3393,7786,5,2,1,2,8,2,3,3,6,3,1,2,5,4,4,4,4,5,5,5,1,1,7,1,1,1,0,0,0,74,60
3394,10652,4,3,1,1,8,2,3,2,3,3,3,2,4,3,4,2,4,5,2,6,1,1,99,1,7,3,0,0,0,62,50
3395,8214,3,4,1,1,8,1,3,1,2,4,2,2,5,4,3,2,5,5,5,5,0,0,6,1,3,2,0,0,0,61,56
3396,8062,2,4,1,1,8,2,3,2,3,3,4,3,5,4,4,3,4,5,3,5,1,1,4,1,5,2,1,0,0,52,51
3397,8615,3,3,1,2,8,2,3,2,3,4,2,4,4,4,4,3,4,5,5,5,1,0,7,1,5,2,0,0,0,59,46
3398,12492,6,4,1,2,3,2,3,3,5,4,3,2,5,3,3,2,4,5,3,4,7,1,6,1,3,2,0,0,0,60,53
3399,12204,8,3,2,1,8,2,3,2,3,3,3,3,5,3,3,5,5,5,1,2,7,7,99,1,7,99,0,0,0,57,51
3400,9566,3,3,3,1,1,3,1,2,3,1,5,5,3,1,1,4,1,1,1,2,0,0,1,2,2,-2,1,0,0,14,34
3401,14197,2,4,1,2,9,2,3,4,8,4,2,4,5,4,4,4,4,5,5,6,1,1,6,1,7,3,0,0,0,63,50
3402,13332,3,4,4,1,3,4,2,4,9,3,2,4,5,3,4,3,4,5,3,4,0,0,4,1,1,1,0,0,0,42,39
3403,13315,2,4,1,2,9,2,3,3,5,5,2,2,5,5,4,4,5,5,5,6,1,1,7,1,5,2,1,0,0,71,60
3404,9069,4,5,1,1,9,4,3,4,8,3,3,2,5,3,2,2,3,5,2,4,1,0,4,1,7,3,0,0,0,48,45
3405,8836,4,3,3,2,2,4,1,4,8,1,5,3,4,3,4,4,4,4,3,5,7,7,2,2,3,-2,1,0,0,37,46
3406,12266,7,5,1,1,7,2,3,3,5,4,2,3,5,4,4,4,4,5,5,5,7,7,7,1,99,99,0,0,0,65,52
3407,12058,4,3,1,2,3,1,3,2,3,4,3,3,6,4,5,5,4,5,5,6,7,1,5,1,3,2,0,0,0,61,61
3408,8616,2,5,1,2,5,2,3,4,9,1,1,4,4,3,2,1,2,4,5,5,1,1,5,2,5,-2,1,0,0,70,42
3409,14183,6,2,1,1,6,2,3,3,5,4,2,3,4,4,4,4,4,5,3,5,7,7,6,1,1,1,0,0,0,67,44
3410,11434,3,1,4,2,4,5,2,3,7,3,3,3,3,5,5,5,4,5,5,6,1,0,2,2,3,-2,0,0,0,58,47
3411,10836,3,5,1,1,7,2,3,3,5,3,2,2,5,4,4,3,5,5,4,6,1,1,5,2,5,-2,1,0,0,64,53
3412,7788,2,4,1,2,9,5,3,2,4,4,1,3,6,4,4,4,5,5,5,6,1,1,6,2,3,-2,0,0,0,68,52
3413,8063,4,1,1,2,1,2,1,1,2,2,5,3,5,3,3,4,3,5,5,4,0,0,99,3,2,-2,0,0,0,35,32
3414,12835,8,5,1,2,6,1,3,1,2,4,4,3,5,4,5,5,4,5,5,6,1,1,4,1,3,2,0,0,0,49,50
3415,14127,8,2,1,2,6,1,3,3,7,2,3,2,5,4,3,3,4,5,5,5,0,1,99,1,1,1,0,0,0,53,55
3416,13487,5,4,4,2,3,5,2,3,5,4,3,3,5,4,3,4,3,3,3,4,0,0,4,2,3,-2,0,0,0,48,42
3417,10463,6,4,1,1,8,4,3,4,9,5,5,2,6,4,4,2,5,5,5,6,1,1,7,1,1,1,0,0,0,79,56
3418,13060,3,1,4,2,1,3,1,3,7,3,2,2,5,4,4,4,4,5,5,4,0,0,99,1,99,99,0,0,0,60,48
3419,10251,3,5,4,1,2,1,2,4,8,3,5,2,7,4,3,5,5,5,5,4,0,1,5,2,5,-2,1,0,0,39,72
3420,7344,2,5,1,1,8,4,3,4,9,5,1,2,6,4,5,4,4,5,5,6,1,1,5,1,6,2,0,0,0,72,74
3421,9070,5,4,1,2,8,4,3,4,8,1,5,2,4,3,2,5,3,5,1,3,7,0,3,1,5,2,1,0,0,39,48
3422,12577,5,3,2,2,1,2,1,2,3,1,5,3,6,4,5,5,5,5,1,6,7,7,1,2,1,-2,1,1,0,42,68
3423,7918,2,3,1,1,1,1,1,3,5,1,3,3,6,3,5,4,5,3,4,4,0,0,1,1,2,1,0,0,0,38,45
3424,14075,7,2,2,2,1,2,1,3,5,2,3,2,5,3,3,3,3,5,1,4,7,7,98,2,2,-2,0,1,0,60,38
3425,9807,2,5,1,2,9,3,3,4,9,3,2,2,5,3,4,4,3,5,5,6,7,1,5,3,5,-2,1,0,0,61,43
3426,9567,3,3,1,2,8,4,3,1,2,4,5,3,4,4,4,3,4,5,3,3,1,7,5,1,7,3,0,0,0,48,43
3427,11773,6,3,1,2,3,2,3,2,4,4,4,2,5,4,4,5,4,5,5,6,1,1,4,1,99,1,0,0,0,61,53
3428,13869,6,2,1,2,3,2,3,3,5,1,5,3,4,2,2,3,2,3,1,1,0,7,2,2,1,-2,0,0,0,36,36
3429,8617,5,2,1,2,6,2,3,2,3,2,3,3,4,3,3,3,3,4,1,4,1,1,4,1,4,1,0,0,0,50,31
3430,11158,7,3,1,2,7,2,3,4,9,5,5,2,6,5,5,3,5,5,5,5,7,1,6,1,-1,1,0,0,0,67,70
3431,7789,2,2,1,2,6,4,3,1,1,3,3,3,4,4,4,4,4,5,4,5,1,0,5,2,3,-2,0,0,0,52,52
3432,12205,5,5,4,1,1,2,2,4,9,3,4,2,6,4,5,5,4,4,1,2,7,7,99,2,5,-2,0,0,0,48,54
3433,12388,3,3,1,1,5,3,3,4,8,4,4,3,7,4,4,4,5,5,5,6,1,1,99,1,5,2,0,0,0,58,58
3434,10653,7,5,1,1,9,1,3,3,7,4,1,2,7,4,4,4,4,5,5,5,1,1,99,1,2,1,0,0,0,75,60
3435,10837,6,4,1,1,6,2,3,3,6,2,4,3,3,2,2,2,3,3,1,2,7,7,99,1,5,2,0,0,0,39,28
3436,14198,8,5,1,1,7,2,3,4,8,4,3,3,4,4,4,4,4,4,4,4,7,1,5,1,5,3,0,0,0,58,52
3437,14158,4,1,1,2,1,2,1,2,3,1,5,2,3,2,4,4,3,5,3,2,7,7,3,1,1,1,0,0,0,26,35
3438,13347,8,3,1,2,2,2,2,3,7,2,3,3,5,3,4,4,3,5,5,5,7,7,99,1,99,99,0,0,0,50,49
3439,10252,6,4,1,2,8,2,3,4,9,4,1,3,5,4,3,4,4,5,5,2,0,0,6,1,1,1,0,0,0,70,52
3440,9568,4,4,1,1,8,4,3,3,5,4,3,2,5,3,4,3,4,5,5,6,1,0,6,1,5,2,0,0,0,53,49
3441,8064,3,5,1,1,5,4,3,2,3,3,3,3,5,4,4,3,3,4,4,6,1,1,4,1,4,2,0,0,0,47,45
3442,9569,3,3,1,1,8,2,3,1,1,2,4,2,5,4,4,4,4,5,5,5,1,7,4,1,4,2,0,0,0,49,46
3443,7790,2,3,1,1,6,3,3,1,2,2,2,3,5,5,3,4,5,5,5,5,1,7,5,1,4,2,0,0,0,63,51
3444,10021,3,5,1,1,8,5,3,3,5,4,4,2,5,4,4,3,1,5,5,6,1,1,5,1,5,2,0,0,0,71,57
3445,13784,3,3,1,2,3,1,3,3,6,3,3,3,5,5,3,3,1,5,5,5,1,1,3,1,2,1,0,0,0,64,57
3446,11975,8,2,1,1,5,2,3,1,2,5,1,3,5,5,5,5,5,5,5,6,0,0,6,1,1,1,0,0,0,89,68
3447,10654,6,2,1,2,3,2,3,3,7,3,2,3,4,4,4,5,5,5,4,1,0,0,5,2,5,-2,0,0,0,49,44
3448,8215,4,4,1,1,9,5,3,3,5,4,2,3,5,4,2,2,4,5,5,4,1,0,4,1,7,3,0,0,0,61,51
3449,9570,4,4,1,1,8,3,3,1,2,4,2,3,5,2,3,3,4,5,5,5,1,1,7,1,5,3,0,0,0,58,52
3450,9310,4,5,1,1,8,5,3,4,9,4,2,2,6,4,4,3,3,5,5,6,1,1,7,1,5,2,0,0,0,61,56
3451,7919,6,4,1,1,8,2,3,4,9,4,2,2,5,4,4,4,4,5,5,6,1,1,6,1,5,2,0,0,0,63,49
3452,7920,3,2,1,1,7,2,3,2,3,3,4,3,4,3,4,4,4,4,4,5,1,0,4,1,5,2,0,0,0,51,45
3453,10253,2,3,1,2,9,4,3,3,5,3,2,2,4,3,4,3,1,2,3,3,7,7,2,3,1,-2,0,0,0,49,47
