,PUF_ID,agecat,PPEDUC,PPETHM,PPGENDER,PPINCIMP,PPHHSIZE,fpl,PPREG4,PPREG9,FWB1_1,FWB1_5,FS2_3,SUBKNOWL1,ACT1_2,PROPPLAN_3,PROPPLAN_1,MANAGE1_2,MANAGE1_1,MANAGE1_3,SAVEHABIT,AUTOMATED_1,AUTOMATED_2,SAVINGSRANGES,HOUSING,HOUSERANGES,MORTGAGE,PRODHAVE_8,PRODUSE_1,PRODUSE_2,FWBscore,FSscore
981,11737,2,3,2,2,2,2,2,3,5,1,3,4,4,1,2,2,2,2,1,2,7,7,2,2,6,-2,1,0,0,40,9
982,12361,4,1,4,1,1,2,2,4,9,2,3,5,1,3,4,3,4,5,5,4,7,1,99,2,4,-2,0,0,0,47,33
983,13641,2,4,1,1,5,2,3,3,5,3,4,4,5,4,4,5,4,5,5,2,7,7,99,2,5,-2,1,0,0,47,53
984,7748,3,4,1,1,9,2,3,2,4,4,1,2,6,5,4,2,5,5,5,6,1,1,5,1,7,3,0,0,0,77,58
985,8143,7,2,1,1,6,1,3,3,5,4,2,2,5,4,4,5,5,5,4,4,0,0,5,1,4,1,0,0,0,62,52
986,14361,8,4,1,2,9,2,3,3,5,4,2,2,5,4,3,3,5,5,5,5,1,1,-1,1,99,99,0,0,0,77,54
987,8338,4,2,1,1,8,4,3,3,6,3,1,2,5,4,4,4,4,5,5,4,1,1,5,1,5,2,0,0,0,63,57
988,9469,5,4,1,1,9,2,3,1,2,5,2,2,5,5,4,2,5,5,5,5,1,1,6,1,1,1,0,0,0,71,69
989,10156,6,5,4,2,9,2,3,4,9,3,3,3,4,4,4,4,4,5,3,4,1,1,99,1,7,2,0,0,0,57,51
990,8144,4,3,1,2,2,2,2,3,6,1,5,2,6,4,3,3,5,5,5,3,7,7,3,1,1,1,0,0,0,48,57
991,9218,4,4,3,2,9,3,3,4,8,3,2,2,5,3,4,4,3,5,5,4,1,1,99,1,7,3,0,0,0,64,53
992,8339,4,4,1,1,7,2,3,1,2,2,4,2,5,3,4,3,4,5,1,5,1,1,4,1,5,2,1,0,0,44,45
993,12312,5,5,1,2,9,3,3,4,9,3,2,2,5,4,3,4,4,5,2,4,-1,-1,7,1,7,3,0,0,0,56,51
994,7749,4,4,1,2,9,3,3,1,2,4,1,2,5,3,4,2,1,5,5,3,1,1,6,1,7,1,1,0,0,70,42
995,9943,1,3,1,1,5,3,3,3,5,1,4,3,5,4,4,4,3,4,3,5,0,1,2,2,2,-2,0,0,0,46,50
996,9715,4,2,1,2,5,3,3,2,3,1,3,4,3,3,3,4,3,2,1,2,7,7,3,2,3,-2,0,0,0,39,43
997,10776,5,4,1,1,7,1,3,4,9,3,4,3,5,3,3,3,4,5,5,5,1,0,6,2,6,-2,0,0,0,58,54
998,13023,7,3,1,2,6,2,3,3,5,2,3,2,7,5,3,3,4,5,5,5,0,1,7,1,99,99,0,0,0,53,55
999,11516,8,4,1,2,9,2,3,4,9,3,2,2,6,4,5,5,4,5,5,6,1,0,7,1,7,2,0,0,0,58,55
1000,13307,8,1,1,2,5,3,3,4,8,3,5,3,-1,3,5,5,4,4,5,5,0,7,98,1,1,99,0,0,0,46,46
1001,9944,1,2,1,1,3,3,2,4,9,1,5,2,5,4,5,5,5,5,1,1,7,7,1,2,3,-2,0,0,0,22,47
1002,10157,6,2,1,2,7,2,3,1,2,1,4,5,3,2,4,3,3,5,5,4,7,1,6,1,5,2,0,0,0,43,34
1003,8542,2,3,2,1,4,5,2,1,2,1,5,1,-1,3,3,3,3,3,2,2,7,7,1,2,98,-2,1,0,0,36,33
1004,10379,2,3,1,1,6,5,3,2,4,3,4,1,6,5,4,4,5,5,3,6,7,7,4,1,4,2,0,0,0,65,64
1005,12313,8,4,1,2,8,2,3,2,3,4,1,2,6,4,4,4,5,5,5,5,-1,1,6,-1,1,-2,0,0,0,64,53
1006,9219,8,3,1,1,2,2,2,3,5,4,2,2,5,4,4,4,4,5,5,5,0,0,7,1,99,1,0,0,0,63,57
1007,14360,8,3,1,2,3,1,3,2,3,3,4,3,4,4,4,4,4,5,5,4,0,1,5,1,1,1,0,0,0,57,44
1008,9716,5,5,1,2,9,2,3,4,8,3,3,4,5,3,4,4,3,5,5,6,7,1,98,1,98,98,0,0,0,56,47
1009,13173,6,2,1,2,4,2,3,1,1,3,1,2,5,4,4,4,4,5,5,6,7,7,99,1,1,1,0,0,0,77,46
1010,9717,6,2,1,2,8,1,3,4,9,3,3,3,5,3,3,3,4,5,5,4,0,0,6,1,1,1,0,0,0,56,48
1011,11635,8,3,1,1,8,1,3,4,9,5,1,1,7,5,5,3,5,5,5,6,1,1,7,1,1,1,0,0,0,95,85
1012,12022,6,1,3,2,2,2,2,3,7,1,5,1,2,2,2,5,3,5,1,1,0,0,2,1,-1,-1,0,0,0,26,21
1013,11940,8,5,1,1,7,2,3,3,5,4,5,2,5,5,4,5,5,5,5,5,7,7,6,1,5,1,0,0,0,73,62
1014,7408,2,2,1,2,1,5,1,4,9,1,1,5,1,1,3,4,3,3,3,3,7,7,1,3,1,-2,0,0,0,21,33
1015,9718,8,3,1,2,6,2,3,3,5,3,4,3,5,4,4,4,5,5,5,3,7,7,6,1,1,-1,0,0,0,63,51
1016,12362,8,2,1,2,7,1,3,3,5,3,3,3,5,4,2,2,3,4,3,5,7,1,7,1,1,1,0,0,0,61,51
1017,10380,6,2,1,2,8,3,3,1,2,3,4,2,6,4,5,2,3,5,5,6,0,0,7,1,7,1,0,0,0,61,54
1018,12023,7,3,1,2,3,5,1,2,3,1,3,4,5,3,3,5,3,4,1,4,7,7,3,2,1,-2,0,0,0,41,48
1019,12602,8,4,1,2,4,1,3,4,9,3,5,4,3,4,3,4,4,5,5,2,0,0,5,1,1,1,0,0,0,52,39
1020,11369,7,5,1,1,8,2,3,2,3,4,2,2,6,4,4,4,3,4,4,3,0,1,5,1,1,1,0,0,0,51,54
1021,7872,1,3,3,1,7,4,3,3,5,3,3,3,5,4,2,3,5,5,5,5,7,1,99,3,98,-2,1,0,0,55,45
1022,9945,3,3,1,2,7,2,3,2,4,4,2,2,6,5,4,5,4,5,5,5,1,1,6,1,6,2,0,0,0,64,67
1023,11847,5,1,4,2,3,3,2,3,7,4,2,3,5,3,4,5,4,5,3,4,7,1,4,1,3,1,0,0,0,58,47
1024,11108,2,3,1,1,6,1,3,2,3,5,1,2,5,5,4,4,5,5,5,6,1,0,6,2,4,-2,0,0,0,76,60
1025,13462,3,4,1,2,6,1,3,1,2,5,2,3,5,3,2,4,4,4,4,5,1,0,5,2,5,-2,0,0,0,60,42
1026,10923,6,3,1,2,2,2,2,2,3,3,4,3,6,4,5,4,5,4,4,5,0,1,3,1,1,1,0,0,0,56,52
1027,9946,6,2,1,2,6,2,3,2,3,3,1,2,6,4,5,5,4,5,4,6,7,0,5,1,4,2,0,0,0,66,55
1028,11242,4,4,1,2,6,2,3,3,5,1,5,4,3,3,2,2,4,4,2,1,7,7,3,1,5,3,0,0,0,36,41
1029,14144,2,3,1,1,8,5,3,2,3,3,2,3,5,4,5,5,4,5,1,6,0,1,99,3,3,-2,1,0,0,58,52
1030,13318,6,3,1,1,2,2,2,3,5,4,4,3,6,3,4,4,4,5,5,5,7,0,5,1,1,1,0,0,0,62,54
1031,11738,8,2,2,2,2,1,3,3,5,2,3,4,5,4,3,5,4,5,1,2,7,7,4,2,3,-2,0,0,0,49,42
1032,8750,6,3,1,2,4,2,3,3,6,4,1,1,5,4,4,4,5,5,5,1,1,1,7,1,1,1,0,0,0,80,85
1033,11636,8,2,1,2,2,1,3,1,2,1,2,4,2,3,4,4,4,4,4,5,0,7,99,1,1,99,0,0,0,50,44
1034,9470,3,4,1,1,9,3,3,3,6,3,3,5,4,3,4,4,4,4,5,6,1,1,7,1,6,98,0,0,0,49,40
1035,13418,7,2,1,2,7,2,3,1,2,4,2,3,4,4,5,5,5,5,5,6,0,1,7,1,1,1,0,0,0,70,46
1036,9471,8,2,1,2,2,2,2,1,2,5,4,3,6,4,4,4,5,5,5,5,1,1,99,1,2,1,0,0,0,59,55
1037,7167,1,3,1,2,7,1,3,1,1,2,3,3,5,3,4,2,2,2,4,3,7,7,98,1,98,99,0,0,0,48,42
1038,8013,4,3,1,1,6,2,3,2,3,1,5,4,4,2,4,4,3,5,1,3,7,1,4,1,2,2,0,0,0,18,38
1039,9472,3,3,1,2,7,3,3,4,8,2,3,2,4,3,3,2,3,5,2,4,1,1,2,2,2,-2,1,1,0,48,44
1040,12478,2,3,1,1,6,2,3,3,5,3,3,3,4,2,3,3,2,3,1,4,1,1,3,1,3,2,1,0,0,49,43
1041,9220,5,4,1,1,9,3,3,2,4,5,1,1,7,5,5,4,4,5,5,5,1,0,6,1,2,1,0,0,0,67,70
1042,10158,7,3,1,2,2,1,2,2,3,3,2,2,5,3,3,3,4,5,5,4,7,7,5,1,2,1,0,0,0,68,45
1043,10159,4,3,1,1,8,2,3,3,7,1,4,3,4,1,3,3,2,5,1,2,0,1,2,2,99,-2,1,0,0,42,27
1044,7750,5,3,1,1,8,3,3,2,3,5,1,2,6,4,4,3,4,5,5,6,1,1,5,1,1,1,0,0,0,76,65
1045,13182,6,3,1,2,7,2,3,2,4,4,2,3,5,4,4,5,4,5,5,6,1,0,7,1,98,1,0,0,0,60,56
1046,8014,7,5,1,1,4,1,3,4,9,4,1,1,6,4,4,3,4,5,2,5,7,1,4,1,2,2,0,0,0,69,58
1047,8145,4,3,1,1,9,1,3,3,5,4,3,4,4,3,3,3,3,5,2,4,0,0,99,1,4,99,0,0,0,54,39
1048,10924,6,4,3,1,6,2,3,3,5,3,3,2,5,3,4,4,2,5,5,6,1,1,99,1,99,99,0,0,0,61,78
1049,8340,3,5,4,2,8,4,3,4,9,4,2,2,4,3,4,3,5,5,2,5,1,1,5,1,5,1,0,0,0,61,47
1050,13645,3,5,3,1,7,1,3,1,2,2,4,4,4,2,4,2,3,5,1,5,1,1,4,2,7,-2,1,0,0,43,35
1051,9473,4,4,2,1,8,1,3,1,2,3,3,2,5,4,5,4,4,5,5,4,1,0,99,1,6,2,0,0,0,48,54
1052,11739,7,1,4,2,1,1,2,3,7,3,2,3,4,3,3,4,4,5,3,4,1,0,99,2,4,-2,0,0,0,49,42
1053,13438,8,3,1,1,5,2,3,2,3,4,4,4,5,3,3,4,4,5,5,5,0,1,4,2,7,-2,0,0,0,58,55
1054,8543,4,4,1,1,8,5,3,2,3,3,3,2,5,4,5,3,3,5,5,6,1,1,5,1,4,2,1,0,0,57,51
1055,10381,7,5,1,1,5,5,2,3,7,3,2,3,5,4,4,5,4,5,4,6,7,1,4,1,3,2,0,0,0,56,55
1056,8751,2,3,1,1,6,2,3,3,5,1,4,4,3,2,2,2,2,4,1,3,7,7,2,2,2,-2,1,0,0,37,28
1057,10925,6,5,1,1,9,2,3,3,5,5,1,1,6,4,4,3,4,5,4,6,0,0,7,1,99,1,0,0,0,77,60
1058,11109,7,4,1,2,3,2,3,4,8,4,4,2,5,5,4,5,5,5,1,3,1,7,4,1,2,2,0,0,0,53,55
1059,13024,2,4,1,1,7,3,3,3,6,4,1,2,5,5,5,5,4,5,1,5,1,1,5,1,5,2,0,0,0,66,64
1060,9719,7,4,1,2,3,2,3,3,5,2,4,4,-1,-1,2,2,2,5,3,2,0,0,99,1,99,99,0,0,0,42,32
1061,10160,6,2,1,1,6,2,3,2,4,4,3,3,3,3,4,4,5,5,5,5,0,0,5,1,7,1,0,0,0,59,44
1062,9474,5,4,1,1,9,2,3,3,5,4,1,3,6,4,2,2,5,5,5,6,0,0,7,1,1,1,0,0,0,68,57
1063,12024,3,4,1,1,6,3,3,4,8,3,2,3,4,4,5,5,4,5,3,5,1,0,3,1,5,3,0,0,0,56,55
1064,8015,5,5,1,1,7,2,3,3,5,4,2,2,5,4,4,4,4,5,5,5,1,1,99,1,99,99,0,0,0,58,53
1065,11517,7,3,1,1,2,2,2,1,2,1,4,4,4,3,4,5,4,5,1,4,0,0,3,1,1,1,0,0,0,33,37
1066,7409,4,5,4,1,9,2,3,3,7,4,3,3,5,4,3,3,3,3,3,4,1,1,6,2,4,-2,0,0,0,60,42
1067,9221,5,4,1,1,7,5,3,1,2,1,5,2,6,3,3,5,3,5,1,3,1,1,4,1,4,2,1,0,0,42,53
1068,10382,3,3,2,1,5,2,3,1,2,2,5,3,2,5,4,5,4,5,4,1,0,1,99,2,6,-2,0,0,0,23,50
1069,9475,5,2,1,1,7,2,3,1,1,3,2,3,5,4,3,3,5,5,3,5,1,0,6,1,3,1,0,0,0,64,58
1070,10777,8,2,1,2,1,2,1,4,8,1,3,2,5,3,3,4,4,5,5,2,0,0,3,1,2,1,0,0,0,64,44
1071,13928,6,5,1,1,9,2,3,4,8,5,1,2,6,5,4,4,5,5,5,5,0,1,7,1,1,1,0,0,0,80,55
1072,8982,2,3,1,2,6,3,3,1,2,3,2,2,4,4,3,4,4,5,4,4,0,0,99,3,98,-2,1,0,0,67,42
1073,9222,6,3,4,1,4,3,3,1,1,2,3,2,6,4,4,3,3,4,4,4,1,1,4,2,4,-2,0,0,0,49,48
1074,13369,2,1,1,2,1,5,1,1,2,2,4,-1,4,3,4,3,4,5,4,2,7,7,-1,2,99,-2,0,0,0,53,55
1075,11848,1,3,2,1,1,1,2,1,2,3,2,1,6,5,5,5,5,5,2,6,7,1,5,3,99,-2,0,0,0,54,75
1076,11849,6,3,1,1,6,1,3,2,3,3,2,3,5,5,4,4,4,5,5,5,1,-1,7,1,99,99,0,0,0,62,53
1077,10161,7,2,1,2,5,2,3,2,4,3,2,3,5,5,3,3,5,5,5,5,7,7,99,1,1,1,0,0,0,67,49
1078,11110,4,2,1,1,3,2,3,3,5,1,5,4,6,4,4,4,3,4,3,4,0,0,4,1,4,1,0,0,0,34,52
1079,12565,1,2,1,2,7,4,3,2,4,3,3,2,5,4,5,5,5,5,5,6,7,7,2,2,3,-2,0,0,0,52,78
1080,10926,5,4,2,1,7,5,3,4,9,2,4,2,6,3,3,4,3,3,1,3,0,0,3,1,5,3,0,1,0,43,52
1081,8016,1,2,3,1,3,3,2,3,7,3,5,4,6,5,4,3,3,5,5,5,7,7,99,1,98,98,0,0,0,43,60
1082,14153,4,3,1,2,8,2,3,2,3,3,2,3,4,3,3,3,5,5,5,5,0,1,6,1,1,1,0,1,0,58,43
1083,12025,8,2,1,2,1,2,1,1,2,3,3,4,4,4,4,4,4,4,2,4,7,7,5,1,99,99,0,0,0,62,50
1084,8544,1,1,1,2,1,2,1,4,9,1,5,4,4,3,4,4,3,1,1,2,0,0,1,3,99,-2,0,0,0,23,46
1085,10583,4,5,1,1,9,4,3,4,9,3,3,3,6,4,4,4,4,5,5,6,1,1,7,1,7,3,0,0,0,50,55
1086,9223,5,3,1,1,9,4,3,3,6,5,1,3,5,4,4,2,4,5,5,6,0,0,7,1,7,3,0,0,0,75,61
1087,10162,5,2,1,1,4,3,3,2,4,3,4,4,3,3,3,4,3,5,5,3,0,0,6,1,99,2,0,0,0,45,48
1088,10383,7,5,1,2,7,2,3,3,7,3,4,3,5,4,5,4,5,5,5,6,1,1,4,1,1,1,0,0,0,49,58
1089,13356,4,3,1,1,1,1,2,3,5,1,5,3,3,2,3,2,4,5,5,2,7,0,3,2,2,-2,0,0,0,24,42
1090,13659,7,2,1,2,1,1,2,1,2,1,1,3,1,3,4,1,2,4,2,1,7,7,1,1,3,1,0,0,0,39,22
1091,14030,4,4,4,2,5,2,3,3,5,1,5,3,4,3,3,4,3,1,1,1,1,1,3,1,4,2,0,0,0,40,38
1092,13729,7,3,1,2,8,2,3,1,1,3,2,2,6,4,4,5,4,5,5,6,0,1,5,1,6,2,0,0,0,63,55
1093,13448,6,5,2,2,8,2,3,4,9,3,2,3,5,5,5,2,5,5,3,6,0,1,5,1,3,1,0,0,0,60,69
1094,12426,8,3,1,2,8,1,3,1,2,5,5,1,6,5,5,4,5,5,5,6,1,1,99,1,2,1,0,0,0,69,64
1095,8146,4,5,1,1,9,3,3,1,2,4,1,2,5,4,4,4,3,5,1,4,0,0,5,1,7,1,0,0,0,61,57
1096,13888,6,4,2,2,7,3,3,1,2,2,2,2,4,3,4,5,3,3,2,3,7,7,1,1,4,1,0,0,0,48,37
1097,14006,8,3,1,2,4,2,3,2,3,4,4,1,6,4,5,5,5,5,5,6,7,1,7,1,-1,-1,0,0,0,56,54
1098,13106,8,3,1,1,5,2,3,3,5,3,3,2,4,4,3,2,3,5,5,4,7,7,4,1,1,2,0,0,0,50,50
1099,13691,6,3,1,1,4,2,3,2,3,1,4,4,4,3,4,4,4,5,5,5,7,0,3,1,5,2,0,0,0,45,41
1100,9224,5,2,1,2,5,2,3,2,4,4,3,3,5,3,3,4,3,5,5,5,7,0,7,-1,1,-2,0,0,0,59,43
1101,9947,4,2,1,1,1,2,1,4,8,4,4,3,6,4,4,4,4,5,1,5,0,0,1,2,1,-2,0,0,0,51,47
1102,10778,1,2,2,2,1,5,1,3,5,5,4,2,7,4,4,4,4,3,1,4,7,0,1,3,2,-2,0,0,0,58,53
1103,11243,4,2,1,1,7,2,3,4,8,3,3,3,6,3,4,4,3,5,4,5,1,1,5,1,5,2,0,0,0,53,53
1104,11244,5,2,1,2,5,1,3,4,9,2,3,3,4,3,3,4,4,5,5,4,1,1,6,1,1,1,0,0,0,47,43
1105,13801,7,5,1,1,7,3,3,1,2,1,3,3,4,3,4,5,3,4,2,3,0,1,99,1,99,99,0,0,0,49,40
1106,8018,2,4,1,1,8,2,3,2,3,3,3,4,4,3,4,3,4,5,5,5,1,1,5,2,5,-2,0,0,0,54,37
1107,10779,4,4,1,1,8,2,3,3,5,5,2,1,7,5,5,5,5,5,5,6,1,1,7,1,7,3,0,0,0,72,85
1108,12831,5,4,1,1,9,2,3,4,9,5,1,1,7,5,5,5,5,5,5,6,1,1,7,1,1,1,0,0,0,79,79
1109,13725,5,3,1,1,5,2,3,3,5,3,1,2,5,3,4,4,4,5,5,6,0,1,6,1,1,1,0,0,0,69,52
1110,13278,4,2,1,2,7,3,3,3,5,3,2,2,5,3,4,2,5,5,5,4,0,0,5,1,3,1,0,0,0,55,46
1111,8147,1,2,1,1,2,5,1,4,9,4,2,2,2,4,3,4,4,5,1,5,0,0,3,3,6,-2,0,0,0,49,50
1112,8546,1,2,2,2,7,5,3,2,3,3,3,3,4,2,4,4,2,3,1,3,0,0,1,3,5,-2,0,0,0,51,42
1113,10384,7,5,1,2,9,2,3,4,9,5,1,2,5,4,3,3,5,5,5,6,0,0,6,1,99,1,0,0,0,77,52
1114,12527,3,2,1,2,2,5,1,3,5,1,4,3,4,3,4,4,4,3,4,1,7,7,1,2,98,-2,1,0,0,36,49
1115,11370,8,4,1,2,9,2,3,3,6,5,5,3,5,4,4,2,5,5,5,5,7,7,7,1,1,1,0,0,0,85,52
1116,9720,3,4,1,2,7,5,3,4,8,4,2,3,5,4,5,4,4,5,5,6,1,1,5,1,3,2,1,0,0,62,61
1117,9948,4,4,1,2,9,2,3,4,9,4,1,5,4,4,4,1,4,5,5,4,1,0,6,1,7,3,0,0,0,62,49
1118,8019,4,1,1,1,9,1,3,1,1,5,1,3,4,4,4,4,5,5,5,5,7,1,7,1,5,2,0,0,0,79,57
1119,13120,3,4,1,2,8,2,3,4,8,4,2,2,5,4,4,4,4,5,5,6,1,0,4,1,6,3,0,0,0,59,56
1120,10780,8,3,1,1,7,2,3,2,3,3,3,2,5,4,3,3,5,5,5,4,7,0,99,1,99,99,0,0,0,61,60
1121,9949,6,4,1,1,8,2,3,2,3,4,2,3,5,4,4,3,4,5,5,5,0,1,7,1,2,1,0,0,0,64,51
1122,9950,2,3,1,2,6,5,3,4,9,1,4,2,5,3,3,2,4,5,1,5,7,0,4,3,99,-2,1,0,0,43,54
1123,8547,4,2,1,1,6,2,3,1,2,3,4,2,6,4,5,4,3,4,3,5,1,1,2,1,7,1,0,0,0,46,56
1124,11518,2,4,3,2,8,2,3,4,9,5,2,3,5,4,5,5,3,5,5,6,1,1,99,1,99,3,1,0,0,60,53
1125,11941,6,2,1,2,8,2,3,4,9,4,2,3,5,3,3,2,4,5,5,5,0,0,7,1,1,1,0,0,0,77,44
1126,8752,4,4,1,1,8,1,3,4,9,3,2,4,4,4,4,3,5,5,5,5,1,1,99,1,5,3,0,0,0,59,49
1127,13575,7,3,1,2,6,2,3,2,3,3,1,2,5,4,3,3,5,5,5,4,7,7,6,1,3,2,0,0,0,79,52
1128,10584,5,5,1,2,6,2,3,2,4,1,5,3,4,2,4,2,2,5,1,2,0,0,4,1,4,2,0,0,0,38,37
1129,10927,3,3,1,1,3,2,3,4,8,3,2,3,5,3,4,4,4,5,1,6,1,0,4,2,4,-2,0,0,0,52,53
1130,7410,2,3,4,2,4,5,2,4,8,2,2,2,-1,4,4,4,4,4,4,5,7,7,6,2,3,-2,0,0,0,65,53
1131,11245,8,3,1,1,4,2,3,2,3,4,5,2,6,4,4,4,4,5,3,3,1,7,4,1,5,2,0,0,0,67,68
1132,14288,8,3,1,1,6,2,3,4,9,3,3,2,5,3,3,3,4,5,2,3,7,7,5,1,3,1,0,0,0,61,42
1133,13225,2,4,1,1,8,2,3,2,4,5,1,3,5,5,5,5,4,5,5,6,1,1,6,2,7,-2,1,0,0,67,67
1134,14285,1,3,1,1,2,2,2,4,9,2,4,3,4,4,2,2,1,5,1,5,7,7,3,2,4,-2,0,0,0,45,50
1135,12905,5,2,1,1,3,1,3,1,1,3,3,2,5,3,4,4,4,4,1,1,7,7,4,2,4,-2,0,0,0,62,63
1136,10585,3,3,1,2,8,5,3,4,8,3,2,2,5,4,2,4,4,5,5,5,1,0,5,1,5,2,0,0,0,58,56
1137,13189,2,3,1,1,4,3,3,4,9,1,1,2,6,4,4,5,3,4,1,2,7,7,2,3,98,-2,0,0,1,21,61
1138,13522,4,3,1,1,9,4,3,4,9,4,3,2,5,4,4,2,3,5,4,2,1,0,5,2,7,-2,0,0,0,56,44
1139,7233,2,1,4,1,1,1,1,3,7,5,5,3,1,3,3,3,3,3,3,4,7,7,1,2,2,-2,0,0,0,40,42
1140,8753,3,2,1,2,6,5,3,2,3,3,2,3,4,4,2,2,4,5,4,2,0,0,6,1,7,3,0,0,0,58,52
1141,12427,7,3,2,2,3,2,3,3,5,2,4,3,3,3,3,3,1,5,3,5,0,1,99,1,99,99,0,0,0,47,34
1142,10163,6,4,1,2,9,2,3,1,2,5,1,4,5,5,1,1,5,5,5,6,7,7,7,1,1,1,0,0,0,95,52
1143,10928,2,5,1,2,7,3,3,2,3,3,3,4,3,3,2,4,3,4,4,3,1,7,4,1,5,98,1,0,0,46,32
1144,10164,5,3,1,1,7,2,3,2,3,5,2,2,6,5,5,5,5,5,5,5,0,0,7,1,3,1,0,0,0,59,69
1145,11371,6,2,2,2,7,5,3,3,5,3,3,3,7,4,3,3,4,4,3,5,0,1,99,1,4,98,0,0,0,55,80
1146,13525,3,2,4,1,8,5,3,3,5,3,3,3,6,3,4,4,4,4,3,4,1,0,1,1,5,2,0,0,0,57,43
1147,10165,6,5,1,1,7,2,3,3,5,4,2,2,5,4,2,3,5,5,5,5,0,0,6,1,6,3,0,0,0,59,52
1148,10929,8,4,1,2,5,1,3,2,4,5,1,2,5,4,4,4,4,5,5,3,0,0,5,1,1,1,0,0,0,64,53
1149,11111,7,3,1,1,2,2,2,4,8,3,3,2,6,5,4,4,5,4,4,5,0,0,4,1,1,1,0,0,0,55,60
1150,8754,5,3,1,1,8,2,3,4,9,2,2,2,6,2,2,2,2,5,1,2,0,1,4,3,7,-2,0,0,0,56,44
1151,13703,6,2,1,2,4,1,3,1,2,3,3,3,5,4,3,3,5,5,5,6,1,1,99,1,99,1,0,0,0,63,56
1152,8148,1,3,1,1,1,3,1,3,5,1,4,3,3,2,3,2,3,3,1,1,7,7,1,3,3,-2,0,0,0,36,40
1153,11112,8,4,1,2,8,1,3,3,5,3,4,4,4,3,5,3,5,5,5,6,1,0,99,1,5,99,0,0,0,56,39
1154,8020,4,5,3,1,6,1,3,3,5,3,2,2,4,4,4,5,5,5,5,6,1,1,6,1,1,1,0,0,0,65,69
1155,9721,2,4,3,1,6,3,3,3,7,3,3,2,5,4,5,5,4,5,2,5,1,0,3,1,5,2,1,0,0,49,49
1156,8755,3,5,1,1,9,5,3,4,8,4,2,3,4,4,4,3,5,5,4,6,1,0,4,1,6,3,1,0,0,70,64
1157,10166,8,5,1,1,7,2,3,4,9,4,2,2,5,4,4,4,5,5,5,5,1,-1,7,1,1,1,0,0,0,62,60
1158,7274,2,1,1,1,4,3,3,4,9,1,1,3,5,4,3,3,4,4,3,4,0,0,99,1,99,99,0,1,0,73,44
1159,10586,1,3,1,2,1,2,1,2,4,3,3,5,4,3,3,4,3,4,4,4,7,0,4,2,1,-2,0,0,0,56,42
1160,13662,6,2,1,2,8,2,3,4,9,3,1,1,6,5,5,5,5,5,5,5,1,0,6,1,7,3,0,0,0,84,67
1161,10587,6,5,1,1,7,1,3,4,9,2,3,3,5,4,3,4,5,5,5,6,7,0,6,1,6,3,0,0,0,53,47
1162,10385,5,1,1,1,3,1,3,2,3,2,3,2,4,3,3,4,4,5,1,4,7,7,99,2,7,-2,0,0,0,51,40
1163,11519,3,3,1,1,3,2,3,4,9,3,2,3,5,4,4,4,5,5,5,4,1,1,5,1,3,2,0,0,0,54,46
1164,14359,6,3,1,2,9,2,3,1,2,3,1,4,5,5,4,4,5,5,5,5,0,0,99,1,99,99,0,0,0,73,58
1165,13570,1,3,1,1,7,5,3,2,3,2,4,3,5,4,4,4,4,5,5,6,1,1,6,3,98,-2,1,0,0,46,59
1166,14378,8,2,3,2,6,2,3,4,8,4,2,3,5,5,3,2,4,5,5,6,0,0,7,1,1,1,0,0,0,66,61
1167,13935,7,3,1,2,3,1,3,3,5,3,3,2,6,4,4,5,4,5,5,5,-1,1,5,1,1,1,0,0,0,51,47
1168,7751,5,4,1,1,9,2,3,4,9,4,1,2,6,4,4,4,4,5,5,5,1,1,7,1,7,2,0,0,0,80,58
1169,8341,5,4,1,2,5,2,3,4,8,3,3,3,3,3,4,4,3,4,1,5,7,1,2,1,3,1,0,0,0,49,39
1170,13985,5,3,3,1,6,1,3,4,9,2,3,5,3,4,5,5,4,3,2,2,1,7,4,1,7,3,1,1,0,48,45
1171,13248,6,2,1,1,7,2,3,3,6,3,2,3,4,3,3,5,5,5,5,5,0,1,2,1,1,1,0,0,0,63,45
1172,13621,7,4,1,1,7,1,3,1,2,4,1,2,6,4,4,2,5,5,5,5,7,7,7,1,3,1,0,0,0,75,57
1173,10930,2,2,1,2,7,3,3,2,3,2,5,5,4,3,4,2,1,1,1,6,1,1,3,1,1,1,0,0,0,36,41
1174,7200,2,2,1,2,7,5,3,4,9,2,3,3,5,5,4,3,3,2,3,2,0,1,1,2,3,-2,0,0,0,52,48
1175,13745,5,3,4,1,6,4,3,4,9,5,2,5,5,4,4,4,5,5,4,4,1,1,5,1,4,98,0,0,0,57,48
1176,9722,4,5,1,1,8,2,3,2,3,2,3,3,3,3,3,3,2,5,3,4,1,1,3,1,4,2,1,0,0,50,46
1177,8342,4,3,1,1,5,3,3,3,6,4,4,3,5,4,4,4,2,5,2,3,1,0,4,1,6,2,1,0,0,52,44
1178,13237,3,3,2,2,5,5,2,2,3,3,3,3,5,4,4,3,4,3,3,4,7,7,5,2,3,-2,0,0,0,52,50
1179,10167,6,3,1,2,7,2,3,4,9,3,2,2,6,4,4,4,5,5,5,6,0,0,99,1,99,99,0,0,0,53,50
1180,7201,5,1,1,1,1,1,1,3,5,3,3,4,5,3,4,3,3,3,4,4,7,7,99,2,5,-2,0,1,0,66,55
1181,13234,6,5,1,2,2,2,2,3,5,4,2,2,7,5,5,5,5,5,5,6,0,0,5,1,1,1,0,0,0,69,77
